nco_code,title
2341.99,
2341.99,"Primary School Teachers, Other"
2341.9900,
2341.9900,"Primary School Teachers, Other"
2342.01,
2342.01,"Teacher, Infant School/Teacher Pre -Primary"
2342.01,"Teacher, Infant School/Teacher"
2342.0100,"Teacher, Infant School/Teacher"
2342.0100,"Teacher, Infant School/Teacher Pre -Primary"
2342.0100,
2342.99,Pre-Primary Education Teaching Associate
2342.99,
2342.99,Pre-Primary Education Teaching
2342.9900,Pre-Primary Education Teaching
2342.9900,Pre-Primary Education Teaching Associate
2342.9900,
2351.01,School Inspector
2351.01,
2351.0100,
2351.0100,School Inspector
2351.99,"Education Methods Specialists, Other"
2351.99,"Education Methods Specialists,"
2351.99,
2351.9900,"Education Methods Specialists, Other"
2351.9900,
2351.9900,"Education Methods Specialists,"
2352.01,Teacher for Visually Impaired
2352.01,
2352.0100,
2352.0100,Teacher for Visually Impaired
2352.02,Teac her for Hearing -Impaired
2352.02,
2352.0200,Teac her for Hearing -Impaired
2352.0200,
2352.03,
2352.03,Teacher for Differently -Abled  (Mental)
2352.03,Teacher for Differently -Abled
2352.0300,
2352.0300,Teacher for Differently -Abled  (Mental)
2352.0300,Teacher for Differently -Abled
2352.04,Teacher for Differently -Abled  (Physical)
2352.04,Teacher for Differently -Abled
2352.04,
2352.0400,Teacher for Differently -Abled  (Physical)
2352.0400,
2352.0400,Teacher for Differently -Abled
2352.99,
2352.99,"Teacher for Differently -Abled ,"
2352.99,"Teacher for  Differently -Abled , Other"
2352.9900,"Teacher for  Differently -Abled , Other"
2352.9900,
2352.9900,"Teacher for Differently -Abled ,"
2355.01,Art Teacher
2355.01,
2355.0100,Art Teacher
2355.0100,
2355.99,"Arts Teacher,  Other"
2355.99,
2355.99,"Arts Teacher, Other"
2355.9900,"Arts Teacher, Other"
2355.9900,
2355.9900,"Arts Teacher,  Other"
2356.01,
2356.01,Manual Training Teacher/Craft Instructor
2356.01,Manual Training Teacher/Craft
2356.0100,Manual Training Teacher/Craft
2356.0100,
2356.0100,Manual Training Teacher/Craft Instructor
2356.0301,Master Trainer for Junior Software Developer
2356.0301,Master Trainer for Junior Software
2356.0301,"Masticator,"
2356.99,"Information Technology Trainers,"
2356.99,
2356.99,"Information Technology Trainers, Other"
2356.9900,"Information Technology Trainers, Other"
2356.9900,"Information Technology Trainers,"
2356.9900,
2359.01,"Handwork Teacher/Teacher, Art and Craft"
2359.01,"Handwork Teacher /Teacher, Art"
2359.01,
2359.0100,
2359.0100,"Handwork Teacher /Teacher, Art"
2359.0100,"Handwork Teacher/Teacher, Art and Craft"
2411.01,
2411.01,Accountant
2411.0100,Accountant
2411.0100,
2411.0101,Associate
2411.0101,Associate -Transactional Finance
2411.0101,Associate – Transactional Finance & Accounting
2411.02,
2411.02,Auditor
2411.0200,
2411.0200,Auditor
2411.0201,Associate –
2411.0201,Associate – Finance & Accounting Complex
2411.0201,Associate -Finance and Accounting
2411.03,Cost Accountant
2411.03,
2411.0300,
2411.0300,Cost Accountant
2412.01,
2412.01,Financial Examiner
2412.0100,
2412.0100,Financial Examiner
2412.02,
2412.02,Financial Analyst
2412.0200,Financial Analyst
2412.0200,
2412.03,
2412.03,Budget Analyst
2412.0300,
2412.0300,Budget Analyst
2412.04,Risk Management Analyst
2412.04,
2412.0400,Risk Management Analyst
2412.0400,
2412.0501,Agriculture Field Officer
2412.0501,Agronomist
2412.06,Commission Agent
2412.06,
2412.0600,Commission Agent
2412.0600,
2412.99,"Financial and Investment Advisors ,"
2412.99,"Financial and Investment Advisors, Other"
2412.99,
2412.9900,"Financial and Investment Advisors, Other"
2412.9900,"Financial and Investment Advisors ,"
2412.9900,
2421.0101,Analyst -Research
2421.0101,"Anatomist,"
2421.0101,Analyst – Research
2423.01,
2423.01,Vocational Guidance Officer/Career
2423.01,Vocational Guidance Officer/Career Counsellors
2423.0100,Vocational Guidance Officer/Career
2423.0100,Vocational Guidance Officer/Career Counsellors
2423.0100,
2423.0101,Associate – Recruitment
2423.0101,Associate – Supply
2423.0101,Associate -Recruitment
2423.02,
2423.02,Counsellor
2423.0200,Counsellor
2423.0200,
2423.05,Occupational Analyst
2423.05,
2423.0500,Occupational Analyst
2423.0500,
2423.99,"Personal and Careers Professionals,"
2423.99,
2423.99,"Personal and Careers Professionals, Other"
2423.9900,"Personal and Careers Professionals, Other"
2423.9900,
2423.9900,"Personal and Careers Professionals,"
2424.01,"Manpower Officer/Area Manager, Human"
2424.01,
2424.01,"Manpower Officer/Area Manager,"
2424.0100,
2424.0100,"Manpower Officer/Area Manager, Human"
2424.0100,"Manpower Officer/Area Manager,"
2424.02,
2424.02,Employment Officer/Operation
2424.02,"Employment Officer/Operation Head,"
2424.0200,
2424.0200,"Employment Officer/Operation Head,"
2424.0200,Employment Officer/Operation
2424.03,Human Resource Manager
2424.03,
2424.0300,
2424.0300,Human Resource Manager
2424.0401,Sales Training Manager
2424.0401,Sales/Pre -Sales
2424.0402,"Salesman, Retail"
2424.0402,Sales/Service Trainer (Dealer)
2424.0402,Sales /Service Trainer (Dea ler)
2424.0501,Service Training Centre In charge
2424.0501,Service Training Centre In -Charge
2424.0501,"Set Framer, Silk"
2424.0502,Field Service Trainer
2424.0502,Field Technician:
2424.99,"Training and Staff Development Professionals,"
2424.99,Tram Car Driver
2424.99,Training and Staff Development
2424.9900,"Training and Staff Development Professionals,"
2424.9900,Tram Car Driver
2424.9900,Training and Staff Development
2431.01,Market Research Analyst
2431.01,
2431.0100,
2431.0100,Market Research Analyst
2431.0101,Regional Service Marketing
2431.0101,Regional Service Marketing Manager
2431.0101,Regional Service
2431.0102,Regional Service Process Manager
2431.0102,Registrar
2431.0201,Product Brand Manager
2431.0201,Product
2431.0201,Product Brand Manager (Automotive)
2431.0202,Account Executive (Advertising
2431.0202,Accountant
2431.0202,Account Executive (Advertising Agency)
2431.03,
2431.03,Caption Writer
2431.0300,
2431.0300,Caption Writer
2431.04,Advertisement Writer
2431.04,
2431.0400,
2431.0400,Advertisement Writer
2431.0501,Market Research Associate – Sales &
2431.0501,Market Research Associate -Sales
2431.0501,Marketing and
2431.0502,Management Trainee -Sales and
2431.0502,Management Trainee – Sales &
2431.0502,Manager –
2431.0503,Market Research Associate – Product  Marketing
2431.0503,Market Research
2431.0503,Market Research Associate -Product
2431.0504,Management Trainee – Product Marketing
2431.0504,Management
2431.0504,Management Trainee -Product
2431.0601,Product Graders
2431.0601,Product Executive
2431.0651,Sales Executive (Media Org)
2431.0651,Sales Lead (Pre -
2431.0671,Traffic Co -Ordinator
2431.0671,Traffic Co-ordinator
2431.0671,Occupational
2431.07,Creative Writer
2431.07,
2431.0700,
2431.0700,Creative Writer
2431.08,Propagandist
2431.08,
2431.0800,
2431.0800,Propagandist
2431.99,Advertising and
2431.99,"Advertising and Marketing Professionals, Other"
2431.99,Advertising and Marketing
2431.9900,"Advertising and Marketing Professionals, Other"
2431.9900,Advertising and
2431.9900,Advertising and Marketing
2432.01,Publicity Officer
2432.01,
2432.01,Publ icity Officer
2432.0100,Publicity Officer
2432.0100,Publ icity Officer
2432.0100,
2432.02,Public Relations Officer
2432.02,
2432.0200,
2432.0200,Public Relations Officer
2432.0201,Digital Marketing/Social Media Manager
2432.0201,Digital Marketing/Social Media
2432.0201,Occupational
2432.03,Information Officer
2432.03,
2432.0300,
2432.0300,Information Officer
2432.99,"Public Relations Professionals, Other"
2432.99,"Public Relations Professionals,"
2432.99,
2432.9900,"Public Relations Professionals, Other"
2432.9900,"Public Relations Professionals,"
2432.9900,
2433.0101,Area Service
2433.0101,Area Sales Officer
2433.0201,
2433.0201,
2433.0201,Medical Representative
2433.0301,Sales Executive –
2433.0301,Sales Executive – Medical Electronics
2433.0301,Sales Executive -Medical Electronics
2433.0401,Sales Executive -Consumer
2433.0401,Sales Executive –
2433.0401,Sales Executive – Consumer Electronics
2433.0501,Sales Executive -Solar Electronics
2433.0501,Sales Executive
2433.0501,Sales Executive – Solar Electronics
2433.0601,Business Development Executive
2433.0601,Butcher
2433.07,
2433.07,"Field Offic er, Insurance"
2433.07,"Field Officer, Insurance"
2433.0700,
2433.0700,"Field Offic er, Insurance"
2433.0700,"Field Officer, Insurance"
2434.0101,Sales and Pre -Sales Analyst
2434.0101,Sales Associate
2434.0201,Sales/Service
2434.0201,Sales/Pre -Sales Executive
2456.7891,Environmental Scientist
2511.01,
2511.01,System Analysts
2511.0100,
2511.0100,System Analysts
2511.0101,"Depot Starter,"
2511.0101,Deployment Engineer
2511.0102,Occupational
2511.0102,Engineer – Software Transition
2511.0102,Engineer -Software Transition
2511.0103,Engineer –
2511.0103,Engineer -Packaging
2511.0103,Engineer – Packaging
2511.0104,Engineer –
2511.0104,Engineer -Product Lifecycle
2511.0104,Engineer – Product Lifecycle Management (PLM)
2511.0105,Analyst
2511.0105,Analyst – Research
2511.0106,Surface Grinder
2511.0106,Support Engineer
2511.99,
2511.99,"System Analysts, Other"
2511.9900,
2511.9900,"System Analysts, Other"
2512.01,Computer Programmer /Software
2512.01,Computer Programmer/Software Engineer
2512.01,
2512.0100,Computer Programmer/Software Engineer
2512.0100,
2512.0100,Computer Programmer /Software
2512.0201,Software Engineer
2512.0201,
2512.0201,
2512.0202,Test Engineer -Software
2512.0202,Test Engineer –
2512.0202,Test Engineer – Software
2512.0203,Design Engineer(Product Engineer)
2512.0203,Design Engineer  (Product Engineer)
2512.0203,Design
2512.0204,
2512.0204,Software Developer -Application
2512.0204,Software Developer – Application Development
2512.0204,
2512.0205,Jute Technologist
2512.0205,Junior Software Developer
2512.0205,Junior Software D eveloper
2512.0206,Engineer Trainee – IT Services
2512.0206,Engineer Trainee -IT Services
2512.0206,"Engineer,"
2512.0207,Engineer Trainee –
2512.0207,Engineer Trainee – Engineering Analysis
2512.0207,Engineer Trainee -Engineering
2512.03,Programmer Analyst
2512.03,
2512.0300,Programmer Analyst
2512.0300,
2512.0301,Software Developer – Product Development and
2512.0301,Software Engineer
2512.0301,Software Developer -Product
2512.0401,FPGA Design Engineer
2512.0401,"Frame Maker, Cap"
2512.0501,"Embosser, Leather"
2512.0501,Embedded Software Engineer
2512.0601,Design
2512.0601,Design Engineer – Engineering Analysis
2512.0601,Design Engineer -Engineering
2512.0701,"Appraiser,"
2512.0701,Application Maintenance Engineer
2512.08,
2512.08,"Programmer, Engineering and Scientific/System"
2512.08,"Programmer, Engineering and"
2512.0800,"Programmer, Engineering and"
2512.0800,"Programmer, Engineering and Scientific/System"
2512.0800,
2513.0101,Web Developer
2513.0101,Weigher
2513.0201,Usher
2513.0201,User Interface Developer
2513.0301,Occupational
2513.0301,Media Developer -Product
2513.0301,Media Developer – Product Development and
2513.0302,Media Developer
2513.0302,Media Developer -Application
2513.0302,Media Developer – Application Development
2514.99,"Computer Programmers, Other"
2514.99,
2514.9900,
2514.9900,"Computer Programmers, Other"
2519.01,System Programmer
2519.01,
2519.0100,System Programmer
2519.0100,
2519.03,Quality Assurance Analyst (Computers)
2519.03,Quality Assurance Analyst
2519.03,
2519.0300,Quality Assurance Analyst
2519.0300,Quality Assurance Analyst (Computers)
2519.0300,
2519.0301,
2519.0301,Quality Assurance
2519.0301,Quality Assurance Engineer – IT Services
2519.0301,
2519.0302,Test Engineer – IT Services
2519.0302,Test Engineer –
2519.0302,Test Engineer -IT Services
2519.0401,Quality Assurance Engineer – Software Products
2519.0401,Quality Ass urance Engineer -
2519.0401,Quality Assurance
2519.0402,Test Engineer
2519.0402,Test Engineer – Software Products
2519.0402,Test Engineer -Software Products
2519.0501,Quality Inspector –
2519.0501,Quality Engineer
2521.01,
2521.01,Database  Design Analyst
2521.01,Database Design Analyst
2521.0100,Database  Design Analyst
2521.0100,
2521.0100,Database Design Analyst
2521.0202,Junior Data Associate
2521.0202,Junior Functioner
2522.01,Database Administrator
2522.01,Database  Administrator
2522.01,
2522.0100,Database Administrator
2522.0100,Database  Administrator
2522.0100,
2522.0201,Security Officer
2522.0201,Security Analyst
2523.01,Data Communication
2523.01,Data Communication Analyst/Network
2523.01,
2523.0100,Data Communication
2523.0100,Data Communication Analyst/Network
2523.0100,
2523.02,
2523.02,Computer System Hardware Analyst/Hardware
2523.02,Computer System Hardware
2523.0200,
2523.0200,Computer System Hardware Analyst/Hardware
2523.0200,Computer System Hardware
2523.0301,Testing and
2523.0301,Tester/Test Engineer -Hardware
2523.0301,Tester/Test Engineer – Hardware
2523.0401,Design Engineer
2523.0401,Design Engineer –
2523.0501,Hardware Engineer
2523.0501,Harmonium Fitter
2523.99,
2523.99,"Computer Network Professionals,"
2523.99,"Computer Network Professionals, Other"
2523.9900,"Computer Network Professionals,"
2523.9900,
2523.9900,"Computer Network Professionals, Other"
2611.01,
2611.01,Attorney General of India
2611.0100,
2611.0100,Attorney General of India
2611.02,Solicitor General of India
2611.02,
2611.0200,Solicitor General of India
2611.0200,
2611.03,Advocate General
2611.03,
2611.0300,
2611.0300,Advocate General
2611.04,Legal Remembrancer
2611.04,
2611.0400,Legal Remembrancer
2611.0400,
2611.05,Government Advocate
2611.05,
2611.0500,Government Advocate
2611.0500,
2611.06,
2611.06,Public Prosecutor
2611.0600,
2611.0600,Public Prosecutor
2611.07,
2611.07,Police Prosecutor
2611.0700,Police Prosecutor
2611.0700,
2611.08,Attorney at Law
2611.08,
2611.0800,
2611.0800,Attorney at Law
2611.09,
2611.09,Advocate
2611.0900,
2611.0900,Advocate
2611.1001,Intellectual Property Executive
2611.1001,Interior Designer
2611.1002,Legal
2611.1002,Legal Associate
2611.99,"Lawyers, Other"
2611.99,
2611.9900,
2611.9900,"Lawyers, Other"
2612.01,
2612.01,"Judge, Supreme Court"
2612.0100,
2612.0100,"Judge, Supreme Court"
2612.02,
2612.02,"Judge, High Court"
2612.0200,"Judge, High Court"
2612.0200,
2612.03,
2612.03,District and Session Judge
2612.0300,
2612.0300,District and Session Judge
2612.04,
2612.04,Munsif
2612.0400,
2612.0400,Munsif
2612.05,"Judge, Subordinate Court"
2612.05,"Judge, Sub -ordinate Court"
2612.05,
2612.0500,"Judge, Subordinate Court"
2612.0500,"Judge, Sub -ordinate Court"
2612.0500,
2612.06,
2612.06,Magistrate
2612.0600,Magistrate
2612.0600,
2612.07,"Magistrate, Juvenile Court"
2612.07,
2612.0700,"Magistrate, Juvenile Court"
2612.0700,
2612.08,
2612.08,"Chairman, Administrative Tribunal"
2612.0800,"Chairman, Administrative Tribunal"
2612.0800,
2612.09,"Member, Administrative Tribunal"
2612.09,
2612.0900,
2612.0900,"Member, Administrative Tribunal"
2612.1,
2612.1,"President, Industrial Tribunal"
2612.1000,"President, Industrial Tribunal"
2612.1000,
2612.11,
2612.11,"Member, Industrial Tribunal"
2612.1100,
2612.1100,"Member, Industrial Tribunal"
2612.12,
2612.12,"President, Consumer Redressal"
2612.12,"President, Consumer Redressal Forum"
2612.1200,"President, Consumer Redressal Forum"
2612.1200,"President, Consumer Redressal"
2612.1200,
2612.13,
2612.13,"Member, Consumer Redressal"
2612.13,"Member, Consumer Redressal Forum"
2612.1300,
2612.1300,"Member, Consumer Redressal"
2612.1300,"Member, Consumer Redressal Forum"
2612.99,
2612.99,"Judges and Magistrates, Other"
2612.9900,"Judges and Magistrates, Other"
2612.9900,
2619.01,Prothonotary and Senior Master
2619.01,
2619.0100,
2619.0100,Prothonotary and Senior Master
2619.02,"Registrar (Appellate Side, High Court)"
2619.02,
2619.02,"Registrar (Appellate Side, High"
2619.0200,"Registrar (Appellate Side, High"
2619.0200,
2619.0200,"Registrar (Appellate Side, High Court)"
2619.03,Registrar
2619.03,
2619.0300,
2619.0300,Registrar
2619.04,Master Official Referee and Registrar in Equity
2619.04,
2619.04,Master Official Referee and
2619.0400,Master Official Referee and
2619.0400,Master Official Referee and Registrar in Equity
2619.0400,
2619.05,
2619.05,Taxing Master
2619.0500,Taxing Master
2619.0500,
2619.06,
2619.06,Insolvency Registrar
2619.0600,Insolvency Registrar
2619.0600,
2619.07,Official Assignee (High Court)
2619.07,
2619.0700,Official Assignee (High Court)
2619.0700,
2619.08,
2619.08,Court Receiver and Liquidator
2619.0800,
2619.0800,Court Receiver and Liquidator
2619.09,
2619.09,Sheriff
2619.0900,Sheriff
2619.0900,
2619.1,
2619.1,Coroner
2619.1000,Coroner
2619.1000,
2619.99,
2619.99,"Legal Professionals, Other"
2619.9900,
2619.9900,"Legal Professionals, Other"
2621.01,
2621.01,Archivist
2621.0100,Archivist
2621.0100,
2621.02,Curator (Museum)
2621.02,
2621.0200,
2621.0200,Curator (Museum)
2621.03,
2621.03,"Restorer, Painting"
2621.0300,"Restorer, Painting"
2621.0300,
2621.04,"Restorer, Lace and Textile"
2621.04,
2621.0400,"Restorer, Lace and Textile"
2621.0400,
2621.05,
2621.05,"Restorer, Ceramics"
2621.0500,
2621.0500,"Restorer, Ceramics"
2621.06,
2621.06,"Restorer, Paper and Prints"
2621.0600,
2621.0600,"Restorer, Paper and Prints"
2621.07,"Restorer, Furniture"
2621.07,
2621.0700,"Restorer, Furniture"
2621.0700,
2621.99,"Archivists and Curators, Other"
2621.99,
2621.9900,
2621.9900,"Archivists and Curators, Other"
2622.01,
2622.01,Librarian
2622.0100,
2622.0100,Librarian
2622.02,Librarian (Film)
2622.02,
2622.0200,
2622.0200,Librarian (Film)
2622.03,Tape Librarian/Librarian Digital/Librarian Media
2622.03,
2622.03,Tape Librarian/Libraria n
2622.0300,
2622.0300,Tape Librarian/Librarian Digital/Librarian Media
2622.0300,Tape Librarian/Libraria n
2622.05,News Librarian
2622.05,
2622.0500,News Librarian
2622.0500,
2622.0601,"Doffer, Fly"
2622.0601,Document Coder/Processor
2622.99,"Librarians and Related Information Professionals,"
2622.99,
2622.99,Librarians and Related Information
2622.9900,Librarians and Related Information
2622.9900,
2622.9900,"Librarians and Related Information Professionals,"
2631.01,Economist
2631.01,
2631.0100,
2631.0100,Economist
2631.02,Energy Economist
2631.02,
2631.0200,Energy Economist
2631.0200,
2631.03,Home Economist
2631.03,
2631.0300,Home Economist
2631.0300,
2631.99,"Economists, Other"
2631.99,
2631.9900,
2631.9900,"Economists, Other"
2632.01,"Sociologist, General"
2632.01,
2632.0100,
2632.0100,"Sociologist, General"
2632.02,
2632.02,Social Ecologist
2632.0200,
2632.0200,Social Ecologist
2632.03,
2632.03,Clinical Sociologist
2632.0300,
2632.0300,Clinical Sociologist
2632.04,
2632.04,Demographer
2632.0400,
2632.0400,Demographer
2632.05,Criminologists
2632.05,
2632.0500,
2632.0500,Criminologists
2632.06,Penologist
2632.06,
2632.0600,Penologist
2632.0600,
2632.07,
2632.07,"Anthropologist, General"
2632.0700,
2632.0700,"Anthropologist, General"
2632.08,"Anthropologist, Physical"
2632.08,
2632.0800,
2632.0800,"Anthropologist, Physical"
2632.09,"Anthropologist, Cultural"
2632.09,
2632.0900,
2632.0900,"Anthropologist, Cultural"
2632.1,Gene alogist
2632.1,
2632.1,Genealogist
2632.1000,
2632.1000,Gene alogist
2632.1000,Genealogist
2632.11,Archaeologist
2632.11,
2632.1100,Archaeologist
2632.1100,
2632.12,
2632.12,Geographer
2632.1200,Geographer
2632.1200,
2632.99,
2632.99,"Sociologists, Anthropologists and"
2632.99,"Sociologists, Anthropologists and Related"
2632.9900,"Sociologists, Anthropologists and Related"
2632.9900,
2632.9900,"Sociologists, Anthropologists and"
2633.01,
2633.01,Historian
2633.0100,
2633.0100,Historian
2633.02,Biographer
2633.02,
2633.0200,
2633.0200,Biographer
2633.03,
2633.03,Epigraphist
2633.0300,
2633.0300,Epigraphist
2633.04,
2633.04,Numismatist
2633.0400,Numismatist
2633.0400,
2633.05,Philatelist
2633.05,
2633.0500,
2633.0500,Philatelist
2633.06,Political Scientist
2633.06,
2633.0600,Political Scientist
2633.0600,
2633.99,"Philosophers, Historians and Political Scientists,"
2633.99,"Philosophers, Historians and"
2633.99,
2633.9900,"Philosophers, Historians and"
2633.9900,"Philosophers, Historians and Political Scientists,"
2633.9900,
2634.01,
2634.01,Psychologist
2634.0100,
2634.0100,Psychologist
2634.02,Psychometrist
2634.02,
2634.0200,
2634.0200,Psychometrist
2634.03,
2634.03,"Psychologist, Engineering"
2634.0300,"Psychologist, Engineering"
2634.0300,
2634.04,
2634.04,"Psychologist, Educational"
2634.0400,
2634.0400,"Psychologist, Educational"
2634.05,"Psychologist, Social"
2634.05,
2634.0500,
2634.0500,"Psychologist, Social"
2634.06,Clinical Psychologist
2634.06,
2634.0600,Clinical Psychologist
2634.0600,
2634.07,Industrial – Organizational Psychologist
2634.07,
2634.07,Industrial – Organization al
2634.0700,
2634.0700,Industrial – Organization al
2634.0700,Industrial – Organizational Psychologist
2634.08,"Psychologist, Counselling"
2634.08,
2634.0800,
2634.0800,"Psychologist, Counselling"
2634.99,
2634.99,"Psychologists, Other"
2634.9900,
2634.9900,"Psychologists, Other"
2635.01,Labour Welfare Officer
2635.01,
2635.0100,Labour Welfare Officer
2635.0100,
2635.02,Women’s Welfare Officer
2635.02,
2635.0200,
2635.0200,Women’s Welfare Officer
2635.03,Probation Officer
2635.03,
2635.0300,
2635.0300,Probation Officer
2635.04,Medical Social Worker
2635.04,
2635.0400,
2635.0400,Medical Social Worker
2635.05,
2635.05,Child and Family Social Worker
2635.0500,
2635.0500,Child and Family Social Worker
2635.06,
2635.06,Health Educator
2635.0600,
2635.0600,Health Educator
2635.07,Women’s Welfare Organizer
2635.07,
2635.0700,Women’s Welfare Organizer
2635.0700,
2635.08,
2635.08,Child Welfare Organizer
2635.0800,Child Welfare Organizer
2635.0800,
2635.09,Family Planning Organizer
2635.09,
2635.0900,
2635.0900,Family Planning Organizer
2635.1,Vocational Rehabilitation Counsellor
2635.1,Vocational Rehabilitation
2635.1,
2635.1000,Vocational Rehabilitation
2635.1000,Vocational Rehabilitation Counsellor
2635.1000,
2635.11,
2635.11,"Counsellor, Marriage and Family"
2635.1100,"Counsellor, Marriage and Family"
2635.1100,
2635.99,
2635.99,"Social Work Professionals, Other"
2635.9900,"Social Work Professionals, Other"
2635.9900,
2636.01,
2636.01,Priest
2636.0100,
2636.0100,Priest
2636.02,Purohit
2636.02,
2636.0200,
2636.0200,Purohit
2636.99,Ordained Religious and Non -Ordained Religious
2636.99,Non -Ordained Religious Workers
2636.99,
2636.9900,Ordained Religious and Non -Ordained Religious
2636.9900,Non -Ordained Religious Workers
2636.9900,
2641.01,Author
2641.01,
2641.0100,
2641.0100,Author
2641.02,
2641.02,Critic
2641.0200,
2641.0200,Critic
2641.03,
2641.03,Editor
2641.0300,Editor
2641.0300,
2641.0302,Script Editor
2641.0302,Script Researcher
2641.04,Sub-Editor
2641.04,
2641.04,Sub-editor
2641.0400,Sub-editor
2641.0400,Sub-Editor
2641.0400,
2641.05,Poet
2641.05,
2641.0500,Poet
2641.0500,
2641.0601,Script Writer
2641.0601,
2641.0601,
2641.0602,Script Writer
2641.0602,Script Researcher
2641.0701,Associate – Editorial
2641.0701,Associate –
2641.0701,Associate -Editorial
2641.0801,Associate –
2641.0801,Associate – Learning
2641.0801,Associate -Learning
2641.0901,Technical Writer –
2641.0901,Technical Writer – Product Documentation
2641.0901,Technical Writer -Product
2641.0902,Technical Writer –
2641.0902,
2641.0902,
2641.0902,Technical Writer – Application Development
2641.0903,Technical Writer – Technical Documentation/
2641.0903,Technical Writer -Technical
2641.0903,Technician
2641.99,"Authors, Journalists and Other"
2641.99,"Authors, Journalists and  Other Writers"
2641.99,
2641.9900,"Authors, Journalists and Other"
2641.9900,
2641.9900,"Authors, Journalists and  Other Writers"
2642.01,
2642.01,News Reporter
2642.0100,News Reporter
2642.0100,
2642.02,Columnist
2642.02,
2642.0200,Columnist
2642.0200,
2642.03,Freelance Journalist
2642.03,
2642.0300,
2642.0300,Freelance Journalist
2642.04,Commentary Writer
2642.04,
2642.0400,
2642.0400,Commentary Writer
2642.05,
2642.05,Radio Commentator
2642.0500,Radio Commentator
2642.0500,
2642.06,Commentator (Motion Picture)
2642.06,
2642.0600,
2642.0600,Commentator (Motion Picture)
2643.01,
2643.01,Language Specialist
2643.0100,
2643.0100,Language Specialist
2643.02,Translator
2643.02,
2643.0200,
2643.0200,Translator
2643.03,Interpreter
2643.03,
2643.0300,
2643.0300,Interpreter
2643.0401,Language Translator -Software
2643.0401,Language Translator – Software Products
2643.0401,Lapper
2643.0402,Language Translator – IT Services
2643.0402,Language Translator -IT Services
2643.0402,Language
2643.99,"Philologists, Translators and Interpreters, Other"
2643.99,
2643.99,"Philologists, Translators and"
2643.9900,"Philologists, Translators and Interpreters, Other"
2643.9900,
2643.9900,"Philologists, Translators and"
2651.01,
2651.01,Sculptor
2651.0100,
2651.0100,Sculptor
2651.02,Modeller (Except Stone)
2651.02,
2651.0200,Modeller (Except Stone)
2651.0200,
2651.03,Stone Modeller
2651.03,
2651.0300,Stone Modeller
2651.0300,
2651.04,"Painter, Fine Art"
2651.04,
2651.0400,
2651.0400,"Painter, Fine Art"
2651.05,"Renovator, Paintings"
2651.05,
2651.0500,"Renovator, Paintings"
2651.0500,
2651.06,Cartoonist
2651.06,
2651.0600,Cartoonist
2651.0600,
2651.99,
2651.99,"Visual Artists, Other"
2651.9900,
2651.9900,"Visual Artists, Other"
2652.01,
2652.01,Music Composer
2652.0100,
2652.0100,Music Composer
2652.02,
2652.02,Orchestra Conductor
2652.0200,Orchestra Conductor
2652.0200,
2652.03,Singer
2652.03,
2652.0300,
2652.0300,Singer
2652.04,
2652.04,"Instrumental Musician, String"
2652.04,"Instrumental Musician, String Instrument"
2652.0400,"Instrumental Musician, String Instrument"
2652.0400,
2652.0400,"Instrumental Musician, String"
2652.05,"Instrumental Musician, Percussion"
2652.05,"Instrumental Musician, Percussion Instrument"
2652.05,
2652.0500,
2652.0500,"Instrumental Musician, Percussion Instrument"
2652.0500,"Instrumental Musician, Percussion"
2652.06,
2652.06,"Instrumental Musician, Wind"
2652.06,"Instrumental Musician, Wind Instrument"
2652.0600,
2652.0600,"Instrumental Musician, Wind Instrument"
2652.0600,"Instrumental Musician, Wind"
2652.99,
2652.99,"Musicians, Singers and Composers,"
2652.99,"Musicians, Singers and Composers, Other"
2652.9900,
2652.9900,"Musicians, Singers and Composers, Other"
2652.9900,"Musicians, Singers and Composers,"
2653.01,Choreographer
2653.01,
2653.0100,Choreographer
2653.0100,
2653.02,
2653.02,Nattuvan
2653.0200,
2653.0200,Nattuvan
2653.03,Dancer
2653.03,
2653.0300,
2653.0300,Dancer
2653.99,"Choreographers and Dancers,"
2653.99,
2653.99,"Choreographers and Dancers, Other"
2653.9900,"Choreographers and Dancers, Other"
2653.9900,
2653.9900,"Choreographers and Dancers,"
2654.01,"Director, Theatrical"
2654.01,
2654.0100,
2654.0100,"Director, Theatrical"
2654.02,
2654.02,"Director, Music"
2654.0200,"Director, Music"
2654.0200,
2654.03,
2654.03,Dance Director
2654.0300,
2654.0300,Dance Director
2654.0351,Live Action Director
2654.0351,"Livestock Worker,"
2654.04,"Director, Research (Motion  Picture, Radio & TV)"
2654.04,"Director, Research (Motion  Picture,"
2654.04,
2654.0400,
2654.0400,"Director, Research (Motion  Picture,"
2654.0400,"Director, Research (Motion  Picture, Radio & TV)"
2654.05,"Manager, Recreation and Entertainment"
2654.05,"Manager, Recreation and"
2654.05,
2654.0500,
2654.0500,"Manager, Recreation and"
2654.0500,"Manager, Recreation and Entertainment"
2654.06,"Producer, Stage"
2654.06,
2654.0600,
2654.0600,"Producer, Stage"
2654.07,"Producer, Film"
2654.07,
2654.0700,"Producer, Film"
2654.0700,
2654.08,
2654.08,Production Manager (Motion Picture)
2654.08,Production Manager (Motion
2654.0800,
2654.0800,Production Manager (Motion Picture)
2654.0800,Production Manager (Motion
2654.0901,Lime Juice Tank
2654.0901,Lighting Artist
2654.99,"Stage and Film Directors, Other"
2654.99,
2654.9900,
